relative_compactness;surface_area;wall_area;roof_area;overall_height;orientation;glazing_area;glazing_distribution;heating_load;cooling_load
0,76;661,5;416,5;122,5;7,0;3;0,25;1;4,816249808531713;2,995660480765133
0,76;661,5;416,5;122,5;7,0;4;0,25;1;4,853815765334805;2,993325987787983
0,76;661,5;416,5;122,5;7,0;5;0,25;1;4,830778426609171;2,978206046396208
0,74;686,0;245,0;220,5;3,5;2;0,25;1;3,0912058034946535;2,3544036819490612
0,74;686,0;245,0;220,5;3,5;3;0,25;1;3,0995495391091015;2,3694065167104803
0,74;686,0;245,0;220,5;3,5;4;0,25;1;3,088814603696847;2,358794073556608
0,74;686,0;245,0;220,5;3,5;5;0,25;1;3,0935937618309928;2,3694065167104803
0,71;710,5;269,5;220,5;3,5;2;0,25;1;3,1078539751906114;2,3655668853880734
0,71;710,5;269,5;220,5;3,5;3;0,25;1;3,117297153335606;2,3859503392494865
0,71;710,5;269,5;220,5;3,5;4;0,25;1;3,1078539751906114;2,3665288607782475
0,71;710,5;269,5;220,5;3,5;5;0,25;1;3,114941089251184;2,384080225899141
0,69;735,0;294,0;220,5;3,5;2;0,25;1;3,1325354789307376;2,355381813038378
0,69;735,0;294,0;220,5;3,5;3;0,25;1;3,1499566230222404;2,375599283606778
0,69;735,0;294,0;220,5;3,5;4;0,25;1;3,1266901174704733;2,3684486726822542
0,69;735,0;294,0;220,5;3,5;5;0,25;1;3,1255187231058184;2,382674194189007
0,66;759,5;318,5;220,5;3,5;2;0,25;1;3,1774792588516747;2,4106963755339392
0,66;759,5;318,5;220,5;3,5;3;0,25;1;3,1786168308930534;2,405276189204809
0,66;759,5;318,5;220,5;3,5;4;0,25;1;3,1774792588516747;2,4106963755339392
0,66;759,5;318,5;220,5;3,5;5;0,25;1;3,1786168308930534;2,4016380436565035
0,64;784,0;343,0;220,5;3,5;2;0,25;1;3,613133063697651;2,595418217321294
0,64;784,0;343,0;220,5;3,5;3;0,25;1;3,59965257557971;2,597451464069268
0,64;784,0;343,0;220,5;3,5;4;0,25;1;3,6149230949404076;2,594059159195686
0,64;784,0;343,0;220,5;3,5;5;0,25;1;3,6014556375616116;2,5937189479960017
0,62;808,5;367,5;220,5;3,5;2;0,25;1;3,3836268527376103;2,382204858098668
0,62;808,5;367,5;220,5;3,5;3;0,25;1;3,3866680702172522;2,3906028171396287
0,62;808,5;367,5;220,5;3,5;4;0,25;1;3,3826119808178836;2,382204858098668
0,62;808,5;367,5;220,5;3,5;5;0,25;1;3,3907151232756467;2,38173519184707
0,98;514,5;294,0;110,25;7,0;2;0,25;2;4,4174526454748815;2,8332426427416566
0,98;514,5;294,0;110,25;7,0;3;0,25;2;4,411537913729443;2,8348741197227985
0,98;514,5;294,0;110,25;7,0;4;0,25;2;4,38830239219092;2,846176346163118
0,98;514,5;294,0;110,25;7,0;5;0,25;2;4,413314163466987;2,8425083372288533
0,9;563,5;318,5;122,5;7,0;2;0,25;2;4,629744553767875;2,9583340326555603
0,9;563,5;318,5;122,5;7,0;3;0,25;2;4,672382769690045;2,9000016491305125
0,9;563,5;318,5;122,5;7,0;4;0,25;2;4,622818040929004;2,9027198236469287
0,9;563,5;318,5;122,5;7,0;5;0,25;2;4,586742983298653;2,9981645555828864
0,86;588,0;294,0;147,0;7,0;2;0,25;2;4,456638742955412;2,9151121602304606
0,86;588,0;294,0;147,0;7,0;3;0,25;2;4,487105792724171;2,7915052663803834
0,86;588,0;294,0;147,0;7,0;4;0,25;2;4,452580174475117;2,8397430741523513
0,86;588,0;294,0;147,0;7,0;5;0,25;2;4,401442693818334;2,938187966672019
0,82;612,5;318,5;147,0;7,0;2;0,25;2;4,236446262089016;2,8009145726451967
0,82;612,5;318,5;147,0;7,0;3;0,25;2;4,251908695172416;2,767864291908797
0,82;612,5;318,5;147,0;7,0;4;0,25;2;4,213023148864237;2,761616408133733
0,82;612,5;318,5;147,0;7,0;5;0,25;2;4,184011462033594;2,839281000565872
0,79;637,0;343,0;147,0;7,0;2;0,25;2;4,93158683162682;3,098873640516849
0,79;637,0;343,0;147,0;7,0;3;0,25;2;5,004809163978175;2,99260587383356
0,79;637,0;343,0;147,0;7,0;4;0,25;2;4,995013060681008;2,9809665268004784
0,79;637,0;343,0;147,0;7,0;5;0,25;2;4,9503599592809975;3,1299133679540043
0,76;661,5;416,5;122,5;7,0;2;0,25;2;4,8557241214566655;2,982799918161177
0,76;661,5;416,5;122,5;7,0;3;0,25;2;4,823526778045651;2,991524100332287
0,76;661,5;416,5;122,5;7,0;4;0,25;2;4,851427866777871;2,9902595928975937
0,76;661,5;416,5;122,5;7,0;5;0,25;2;4,83174341027833;2,9817005461055266
0,74;686,0;245,0;220,5;3,5;2;0,25;2;3,0816214589668554;2,3315039677690437
0,74;686,0;245,0;220,5;3,5;3;0,25;2;3,0935937618309928;2,3499843475359525
0,74;686,0;245,0;220,5;3,5;4;0,25;2;3,058647126229143;2,3539140806844685
0,74;686,0;245,0;220,5;3,5;5;0,25;2;3,0756046309037046;2,3665288607782475
0,71;710,5;269,5;220,5;3,5;2;0,25;2;3,079217196533079;2,3405579435888453
0,71;710,5;269,5;220,5;3,5;3;0,25;2;3,074398791567429;2,364603525337591
0,71;710,5;269,5;220,5;3,5;4;0,25;2;3,063508852155575;2,342055150228203
0,71;710,5;269,5;220,5;3,5;5;0,25;2;3,098359992438181;2,360736162397418
0,69;735,0;294,0;220,5;3,5;2;0,25;2;3,1406866784976772;2,3703629911073443
0,69;735,0;294,0;220,5;3,5;3;0,25;2;3,1430087161949447;2,3859503392494865
0,69;735,0;294,0;220,5;3,5;4;0,25;2;3,1266901174704733;2,3770202727944274
0,69;735,0;294,0;220,5;3,5;5;0,25;2;3,152266552043315;2,392454758411919
0,66;759,5;318,5;220,5;3,5;2;0,25;2;3,163771282739021;2,3878152260765853
0,66;759,5;318,5;220,5;3,5;3;0,25;2;3,1499566230222404;2,3859503392494865
0,66;759,5;318,5;220,5;3,5;4;0,25;2;3,1313679509610632;2,4030046797751154
0,66;759,5;318,5;220,5;3,5;5;0,25;2;3,158028243589581;2,386883434241564
0,64;784,0;343,0;220,5;3,5;2;0,25;2;3,5806138615933243;2,5726205988736552
0,64;784,0;343,0;220,5;3,5;3;0,25;2;3,553071660990411;2,575776991458882
0,64;784,0;343,0;220,5;3,5;4;0,25;2;3,5696461290723835;2,5729720684018984
0,64;784,0;343,0;220,5;3,5;5;0,25;2;3,5778780122577043;2,571212814174247
0,62;808,5;367,5;220,5;3,5;2;0,25;2;3,3058880169854246;2,360736162397418
0,62;808,5;367,5;220,5;3,5;3;0,25;2;3,3394661438518503;2,3760732824940756
0,62;808,5;367,5;220,5;3,5;4;0,25;2;3,3332176330096432;2,3519520925606563
0,62;808,5;367,5;220,5;3,5;5;0,25;2;3,3332176330096432;2,3597658218088053
0,98;514,5;294,0;110,25;7,0;2;0,25;3;4,4174526454748815;2,8287927045994774
0,98;514,5;294,0;110,25;7,0;3;0,25;3;4,410945481046976;2,836965476158375
0,98;514,5;294,0;110,25;7,0;4;0,25;3;4,3877030534440635;2,844345044505648
0,98;514,5;294,0;110,25;7,0;5;0,25;3;4,415088843103002;2,846404880293269
0,9;563,5;318,5;122,5;7,0;2;0,25;3;4,585112679622191;2,973205436843295
0,9;563,5;318,5;122,5;7,0;3;0,25;3;4,626550613291177;2,949504961462194
0,9;563,5;318,5;122,5;7,0;4;0,25;3;4,6414132470246345;2,903970335304458
0,9;563,5;318,5;122,5;7,0;5;0,25;3;4,620682082329339;2,8962181372250875
0,86;588,0;294,0;147,0;7,0;2;0,25;3;4,401442693818334;2,9181716533456648
0,86;588,0;294,0;147,0;7,0;3;0,25;3;4,460111023700828;2,906048899724782
0,86;588,0;294,0;147,0;7,0;4;0,25;3;4,461844924273455;2,803612160697391
0,86;588,0;294,0;147,0;7,0;5;0,25;3;4,440939005639116;2,83789271916089
0,82;612,5;318,5;147,0;7,0;2;0,25;3;4,168004566130033;2,813083744345617
0,82;612,5;318,5;147,0;7,0;3;0,25;3;4,219557521983284;2,7882536132692266
0,82;612,5;318,5;147,0;7,0;4;0,25;3;4,212368518358315;2,7676051968365356
0,82;612,5;318,5;147,0;7,0;5;0,25;3;4,199230006150414;2,753453481957626
0,79;637,0;343,0;147,0;7,0;2;0,25;3;4,953093267638934;3,1177494266714425
0,79;637,0;343,0;147,0;7,0;3;0,25;3;4,921443986147733;3,095845891127941
0,79;637,0;343,0;147,0;7,0;4;0,25;3;4,987860030230901;2,998878112807067
0,79;637,0;343,0;147,0;7,0;5;0,25;3;4,988755483062684;2,982799918161177
0,76;661,5;416,5;122,5;7,0;2;0,25;3;4,809434954006108;2,9679759229712155
0,76;661,5;416,5;122,5;7,0;3;0,25;3;4,838485825184344;2,9748768705156157
0,76;661,5;416,5;122,5;7,0;4;0,25;3;4,79229952528631;2,9902595928975937
0,76;661,5;416,5;122,5;7,0;5;0,25;3;4,8351173415828494;2,9904403979507355
0,74;686,0;245,0;220,5;3,5;2;0,25;3;3,0142739930158147;2,3192392757391906
0,74;686,0;245,0;220,5;3,5;3;0,25;3;3,042752845275495;2,282138406187062
0,74;686,0;245,0;220,5;3,5;4;0,25;3;3,036601084626237;2,3309973763220784
0,74;686,0;245,0;220,5;3,5;5;0,25;3;3,0004879095762065;2,333021456774494
0,71;710,5;269,5;220,5;3,5;2;0,25;3;3,088814603696847;2,3410573833795434
0,71;710,5;269,5;220,5;3,5;3;0,25;3;3,073192124771189;2,332010177963437
0,71;710,5;269,5;220,5;3,5;4;0,25;3;3,0513291964320524;2,3727482093359717
0,71;710,5;269,5;220,5;3,5;5;0,25;3;3,0622946819672054;2,342055150228203
0,69;735,0;294,0;220,5;3,5;2;0,25;3;3,080419738395555;2,3410573833795434
0,69;735,0;294,0;220,5;3,5;3;0,25;3;3,0947865284499025;2,313542450992546
0,69;735,0;294,0;220,5;3,5;4;0,25;3;3,076809644019479;2,3665288607782475
0,69;735,0;294,0;220,5;3,5;5;0,25;3;3,0537718988426907;2,353424121611458
0,66;759,5;318,5;220,5;3,5;2;0,25;3;3,154573475425526;2,3708407158569904
0,66;759,5;318,5;220,5;3,5;3;0,25;3;3,159178339382436;2,3836118776494444
0,66;759,5;318,5;220,5;3,5;4;0,25;3;3,1278607363180244;2,3993540641947733
0,66;759,5;318,5;220,5;3,5;5;0,25;3;3,139524516862268;2,4048225071798264
0,64;784,0;343,0;220,5;3,5;2;0,25;3;3,5521464852493523;2,55117665437914
0,64;784,0;343,0;220,5;3,5;3;0,25;3;3,5613774657082033;2,556964550297962
0,64;784,0;343,0;220,5;3,5;4;0,25;3;3,536347155179503;2,572268938883295
0,64;784,0;343,0;220,5;3,5;5;0,25;3;3,5549206238097573;2,5659062647082758
0,62;808,5;367,5;220,5;3,5;2;0,25;3;3,2597582787687083;2,3395579486492877
0,62;808,5;367,5;220,5;3,5;3;0,25;3;3,3058880169854246;2,3430514369210433
0,62;808,5;367,5;220,5;3,5;4;0,25;3;3,26409974632405;2,3395579486492877
0,62;808,5;367,5;220,5;3,5;5;0,25;3;3,268430731526973;2,311980381417488
0,98;514,5;294,0;110,25;7,0;2;0,25;4;4,419223673312044;2,8330092255980186
0,98;514,5;294,0;110,25;7,0;3;0,25;4;4,410352873458266;2,8325421289365056
0,98;514,5;294,0;110,25;7,0;4;0,25;4;4,386503837647218;2,846404880293269
0,98;514,5;294,0;110,25;7,0;5;0,25;4;4,414497457492776;2,844803375513851
0,9;563,5;318,5;122,5;7,0;2;0,25;4;4,64088429072214;2,8890076035203336
0,9;563,5;318,5;122,5;7,0;3;0,25;4;4,588371985110338;2,987359375528024
0,9;563,5;318,5;122,5;7,0;4;0,25;4;4,608894277764213;2,9696617335064293
0,9;563,5;318,5;122,5;7,0;5;0,25;4;4,6729036734739005;2,9108031510282326
0,86;588,0;294,0;147,0;7,0;2;0,25;4;4,464154475247789;2,829262617298605
0,86;588,0;294,0;147,0;7,0;3;0,25;4;4,4026330068004045;2,9316544655627417
0,86;588,0;294,0;147,0;7,0;4;0,25;4;4,441522665257768;2,926457409682485
0,86;588,0;294,0;147,0;7,0;5;0,25;4;4,487676247803314;2,8018968584511432
0,82;612,5;318,5;147,0;7,0;2;0,25;4;4,231265104276813;2,7505313875508435
0,82;612,5;318,5;147,0;7,0;3;0,25;4;4,185339500161008;2,8287927045994774
0,82;612,5;318,5;147,0;7,0;4;0,25;4;4,216293043296637;2,8128426659271244
0,82;612,5;318,5;147,0;7,0;5;0,25;4;4,2531917883400405;2,7776317014190632
0,79;637,0;343,0;147,0;7,0;2;0,25;4;4,99635156559691;2,97152940753738
0,79;637,0;343,0;147,0;7,0;3;0,25;4;4,943968419568112;3,122848000293423
0,79;637,0;343,0;147,0;7,0;4;0,25;4;4,920519478743592;3,103386674517735
0,79;637,0;343,0;147,0;7,0;5;0,25;4;5,001697136267957;2,9898978213838756
0,76;661,5;416,5;122,5;7,0;2;0,25;4;4,8557241214566655;2,9888112133880846
0,76;661,5;416,5;122,5;7,0;3;0,25;4;4,83174341027833;2,9807828836086987
0,76;661,5;416,5;122,5;7,0;4;0,25;4;4,84903723585111;2,9860861681029407
0,76;661,5;416,5;122,5;7,0;5;0,25;4;4,822557982645245;2,9944045609585412
0,74;686,0;245,0;220,5;3,5;2;0,25;4;3,0780138321513557;2,3410573833795434
0,74;686,0;245,0;220,5;3,5;3;0,25;4;3,0756046309037046;2,3568463384912497
0,74;686,0;245,0;220,5;3,5;4;0,25;4;3,061079671764864;2,3465268441701252
0,74;686,0;245,0;220,5;3,5;5;0,25;4;3,0912058034946535;2,3621890423786143
0,71;710,5;269,5;220,5;3,5;2;0,25;4;3,082822359472222;2,3284586811328802
0,71;710,5;269,5;220,5;3,5;3;0,25;4;3,098359992438181;2,349491507995309
0,71;710,5;269,5;220,5;3,5;4;0,25;4;3,0598638202770143;2,354892925901837
0,71;710,5;269,5;220,5;3,5;5;0,25;4;3,073192124771189;2,3760732824940756
0,69;735,0;294,0;220,5;3,5;2;0,25;4;3,1476436797881298;2,3631558807175543
0,69;735,0;294,0;220,5;3,5;3;0,25;4;3,152266552043315;2,3803242077006503
0,69;735,0;294,0;220,5;3,5;4;0,25;4;3,1196500790957784;2,385015937630008
0,69;735,0;294,0;220,5;3,5;5;0,25;4;3,1418480779112223;2,3988963267366947
0,66;759,5;318,5;220,5;3,5;2;0,25;4;3,152266552043315;2,3906028171396287
0,66;759,5;318,5;220,5;3,5;3;0,25;4;3,158028243589581;2,3736999192179677
0,66;759,5;318,5;220,5;3,5;4;0,25;4;3,1418480779112223;2,4007253917997833
0,66;759,5;318,5;220,5;3,5;5;0,25;4;3,148800528719174;2,3993540641947733
0,64;784,0;343,0;220,5;3,5;2;0,25;4;3,566894012361375;2,543133344821835
0,64;784,0;343,0;220,5;3,5;3;0,25;4;3,5391451183405507;2,547167413371842
0,64;784,0;343,0;220,5;3,5;4;0,25;4;3,52698983093324;2,5690953956736937
0,64;784,0;343,0;220,5;3,5;5;0,25;4;3,5326099227114787;2,552265812946661
0,62;808,5;367,5;220,5;3,5;2;0,25;4;3,304828560583084;2,3650853786822132
0,62;808,5;367,5;220,5;3,5;3;0,25;4;3,334260553056937;2,3722718458707472
0,62;808,5;367,5;220,5;3,5;4;0,25;4;3,334260553056937;2,348504741435264
0,62;808,5;367,5;220,5;3,5;5;0,25;4;3,3384262244316463;2,3636387768315825
0,98;514,5;294,0;110,25;7,0;2;0,25;5;4,418633504185159;2,831138735463493
0,98;514,5;294,0;110,25;7,0;3;0,25;5;4,412130171618484;2,836733449590607
0,98;514,5;294,0;110,25;7,0;4;0,25;5;4,386503837647218;2,8420483122216798
0,98;514,5;294,0;110,25;7,0;5;0,25;5;4,413905897651522;2,846633330491086
0,9;563,5;318,5;122,5;7,0;2;0,25;5;4,665076221866438;2,8917745230093788
0,9;563,5;318,5;122,5;7,0;3;0,25;5;4,621750340296656;2,886442478844976
0,9;563,5;318,5;122,5;7,0;4;0,25;5;4,5796689023997175;2,9886299231058566
0,9;563,5;318,5;122,5;7,0;5;0,25;5;4,629744553767875;2,959476305949648
0,86;588,0;294,0;147,0;7,0;2;0,25;5;4,477956543497637;2,7947401546054325
0,86;588,0;294,0;147,0;7,0;3;0,25;5;4,44210615569109;2,8287927045994774
0,86;588,0;294,0;147,0;7,0;4;0,25;5;4,396077524150047;2,9308577768076516
0,86;588,0;294,0;147,0;7,0;5;0,25;5;4,459532725367865;2,917153512204622
0,82;612,5;318,5;147,0;7,0;2;0,25;5;4,233857382812473;2,75662586745438
0,82;612,5;318,5;147,0;7,0;3;0,25;5;4,199230006150414;2,7446463229160103
0,82;612,5;318,5;147,0;7,0;4;0,25;5;4,161296302305741;2,8259657707809844
0,82;612,5;318,5;147,0;7,0;5;0,25;5;4,220209769555283;2,797711466737527
0,79;637,0;343,0;147,0;7,0;2;0,25;5;4,99143956900303;2,9949431303025458
0,79;637,0;343,0;147,0;7,0;3;0,25;5;4,988755483062684;2,97894339890001
0,79;637,0;343,0;147,0;7,0;4;0,25;5;4,951727056491235;3,119939880423712
0,79;637,0;343,0;147,0;7,0;5;0,25;5;4,935263048284865;3,0969073498587276
0,76;661,5;416,5;122,5;7,0;2;0,25;5;4,794756105671287;2,983897307994423
0,76;661,5;416,5;122,5;7,0;3;0,25;5;4,84088856020706;2,9853574227053916
0,76;661,5;416,5;122,5;7,0;4;0,25;5;4,812845169505345;2,96156494238912
0,76;661,5;416,5;122,5;7,0;5;0,25;5;4,8437681961022605;2,969474651138027
0,74;686,0;245,0;220,5;3,5;2;0,25;5;3,0537718988426907;2,318723367600782
0,74;686,0;245,0;220,5;3,5;3;0,25;5;2,9979696078500244;2,323864756423079
0,74;686,0;245,0;220,5;3,5;4;0,25;5;2,9941853244596923;2,3355430199116887
0,74;686,0;245,0;220,5;3,5;5;0,25;5;3,041524219877002;2,295089443637913
0,71;710,5;269,5;220,5;3,5;2;0,25;5;3,0719846292726527;2,358307670342101
0,71;710,5;269,5;220,5;3,5;3;0,25;5;3,0622946819672054;2,330490403076104
0,71;710,5;269,5;220,5;3,5;4;0,25;5;3,0695671471849475;2,356358518840027
0,71;710,5;269,5;220,5;3,5;5;0,25;5;3,0719846292726527;2,3435490265128904
0,69;735,0;294,0;220,5;3,5;2;0,25;5;3,095978488296519;2,3519520925606563
0,69;735,0;294,0;220,5;3,5;3;0,25;5;3,0537718988426907;2,3435490265128904
0,69;735,0;294,0;220,5;3,5;4;0,25;5;3,061079671764864;2,3558703438532547
0,69;735,0;294,0;220,5;3,5;5;0,25;5;3,095978488296519;2,3248883411919476
0,66;759,5;318,5;220,5;3,5;2;0,25;5;3,1499566230222404;2,385015937630008
0,66;759,5;318,5;220,5;3,5;3;0,25;5;3,1371979025455943;2,394301569200946
0,66;759,5;318,5;220,5;3,5;4;0,25;5;3,1325354789307376;2,3836118776494444
0,66;759,5;318,5;220,5;3,5;5;0,25;5;3,1603276901406545;2,395683326640401
0,64;784,0;343,0;220,5;3,5;2;0,25;5;3,5428691477228504;2,5605560088294395
0,64;784,0;343,0;220,5;3,5;3;0,25;5;3,5549206238097573;2,556243872562175
0,64;784,0;343,0;220,5;3,5;4;0,25;5;3,5456572467683216;2,5627013997352437
0,64;784,0;343,0;220,5;3,5;5;0,25;5;3,56045643931679;2,5662613868890087
0,62;808,5;367,5;220,5;3,5;2;0,25;5;3,2345886011899654;2,3544036819490612
0,62;808,5;367,5;220,5;3,5;3;0,25;5;3,268430731526973;2,325399550624583
0,62;808,5;367,5;220,5;3,5;4;0,25;5;3,2867217488209617;2,325399550624583
0,62;808,5;367,5;220,5;3,5;5;0,25;5;3,254316618733841;2,332516007450542
0,98;514,5;294,0;110,25;7,0;2;0,4;1;4,619078648982858;2,9151121602304606
0,98;514,5;294,0;110,25;7,0;3;0,4;1;4,619078648982858;2,9144984315192706
0,98;514,5;294,0;110,25;7,0;4;0,4;1;4,631339657929156;2,903970335304458
0,98;514,5;294,0;110,25;7,0;5;0,4;1;4,633464533041066;2,9083272509813773
0,9;563,5;318,5;122,5;7,0;2;0,4;1;4,8327079476623735;3,0253890892440376
0,9;563,5;318,5;122,5;7,0;3;0,4;1;4,869507855538012;2,9737630908424184
0,9;563,5;318,5;122,5;7,0;4;0,4;1;4,8418488802756805;2,9651558461362053
0,9;563,5;318,5;122,5;7,0;5;0,4;1;4,807971721040353;3,0538866988594258
0,86;588,0;294,0;147,0;7,0;2;0,4;1;4,599198894303115;2,9664735039869057
0,86;588,0;294,0;147,0;7,0;3;0,4;1;4,626017805163487;2,8570523107262313
0,86;588,0;294,0;147,0;7,0;4;0,4;1;4,609968708666875;2,8799827133986047
0,86;588,0;294,0;147,0;7,0;5;0,4;1;4,566544206596476;2,9802316214478077
0,82;612,5;318,5;147,0;7,0;2;0,4;1;4,44967618408195;2,8801991294022287
0,82;612,5;318,5;147,0;7,0;3;0,4;1;4,4893866478508935;2,8217012143797606
0,82;612,5;318,5;147,0;7,0;4;0,4;1;4,467613851313151;2,8183640835822032
0,82;612,5;318,5;147,0;7,0;5;0,4;1;4,416271092078848;2,9185784383177804
0,79;637,0;343,0;147,0;7,0;2;0,4;1;5,057893435407885;3,120085624457794
0,79;637,0;343,0;147,0;7,0;3;0,4;1;5,110108260089978;3,0217947751356107
0,79;637,0;343,0;147,0;7,0;4;0,4;1;5,105028662207233;3,0093067545349386
0,79;637,0;343,0;147,0;7,0;5;0,4;1;5,069559884026569;3,143656814656584
0,76;661,5;416,5;122,5;7,0;2;0,4;1;5,030859098264942;3,0299791632372237
0,76;661,5;416,5;122,5;7,0;3;0,4;1;4,995013060681008;3,0516035463029945
0,76;661,5;416,5;122,5;7,0;4;0,4;1;5,0277851050530895;3,047998145460103
0,76;661,5;416,5;122,5;7,0;5;0,4;1;5,015444396298093;3,028792488399748
0,74;686,0;245,0;220,5;3,5;2;0,4;1;3,32485252215187;2,4349881530265884
0,74;686,0;245,0;220,5;3,5;3;0,4;1;3,334260553056937;2,448297497582465
0,74;686,0;245,0;220,5;3,5;4;0,4;1;3,3227551745219785;2,4388798034431654
0,74;686,0;245,0;220,5;3,5;5;0,4;1;3,327993981547164;2,448297497582465
0,71;710,5;269,5;220,5;3,5;2;0,4;1;3,3238041529885103;2,441890907387056
0,71;710,5;269,5;220,5;3,5;3;0,4;1;3,3332176330096432;2,4592572491126417
0,71;710,5;269,5;220,5;3,5;4;0,4;1;3,3227551745219785;2,4427487126323086
0,71;710,5;269,5;220,5;3,5;5;0,4;1;3,3311299849578906;2,4575829252260224
0,69;735,0;294,0;220,5;3,5;2;0,4;1;3,3238041529885103;2,4156263588947726
0,69;735,0;294,0;220,5;3,5;3;0,4;1;3,3436198504098527;2,4375851259745245
0,69;735,0;294,0;220,5;3,5;4;0,4;1;3,3143413185914983;2,4319454280363835
0,69;735,0;294,0;220,5;3,5;5;0,4;1;3,3143413185914983;2,4461688549475813
0,66;759,5;318,5;220,5;3,5;2;0,4;1;3,3977758542742147;2,4850819348258963
0,66;759,5;318,5;220,5;3,5;3;0,4;1;3,3977758542742147;2,4806452194717
0,66;759,5;318,5;220,5;3,5;4;0,4;1;3,3977758542742147;2,4850819348258963
0,66;759,5;318,5;220,5;3,5;5;0,4;1;3,3977758542742147;2,4773996213040643
0,64;784,0;343,0;220,5;3,5;2;0,4;1;3,7857893114887444;2,647244921376223
0,64;784,0;343,0;220,5;3,5;3;0,4;1;3,772677314317815;2,6475580143958974
0,64;784,0;343,0;220,5;3,5;4;0,4;1;3,7825198309682033;2,647244921376223
0,64;784,0;343,0;220,5;3,5;5;0,4;1;3,7776049819241124;2,6412669479005184
0,62;808,5;367,5;220,5;3,5;2;0,4;1;3,3836268527376103;2,4461688549475813
0,62;808,5;367,5;220,5;3,5;3;0,4;1;3,5833456768635337;2,446595131992357
0,62;808,5;367,5;220,5;3,5;4;0,4;1;3,5806138615933243;2,444033338992405
0,62;808,5;367,5;220,5;3,5;5;0,4;1;3,5806138615933243;2,4461688549475813
0,98;514,5;294,0;110,25;7,0;2;0,4;2;4,648804343951002;2,9066711043248357
0,98;514,5;294,0;110,25;7,0;3;0,4;2;4,6429992975989185;2,910185108631426
0,98;514,5;294,0;110,25;7,0;4;0,4;2;4,618008994891399;2,9266581119936768
0,98;514,5;294,0;110,25;7,0;5;0,4;2;4,643527708602106;2,923438979070183
0,9;563,5;318,5;122,5;7,0;2;0,4;2;4,802108478265114;3,0093067545349386
0,9;563,5;318,5;122,5;7,0;3;0,4;2;4,8375239560651915;2,955085948291216
0,9;563,5;318,5;122,5;7,0;4;0,4;2;4,812845169505345;2,9464038636178076
0,9;563,5;318,5;122,5;7,0;5;0,4;2;4,794756105671287;3,0484910641700633
0,86;588,0;294,0;147,0;7,0;2;0,4;2;4,630808094560771;2,9568076723589103
0,86;588,0;294,0;147,0;7,0;3;0,4;2;4,644584122286513;2,8541254813998136
0,86;588,0;294,0;147,0;7,0;4;0,4;2;4,612115877927335;2,892411286455835
0,86;588,0;294,0;147,0;7,0;5;0,4;2;4,585656258973062;2,98261682732333
0,82;612,5;318,5;147,0;7,0;2;0,4;2;4,4339218546042884;2,8498228530732264
0,82;612,5;318,5;147,0;7,0;3;0,4;2;4,465308259830582;2,792502394569827
0,82;612,5;318,5;147,0;7,0;4;0,4;2;4,415680054594348;2,817407334184758
0,82;612,5;318,5;147,0;7,0;5;0,4;2;4,37808915560595;2,905841358488566
0,79;637,0;343,0;147,0;7,0;2;0,4;2;5,068266764425144;3,1244414273810306
0,79;637,0;343,0;147,0;7,0;3;0,4;2;5,130306839315592;3,0276034779480026
0,79;637,0;343,0;147,0;7,0;4;0,4;2;5,11517581474227;3,0178334804520484
0,79;637,0;343,0;147,0;7,0;5;0,4;2;5,080305465853843;3,158729562621457
0,76;661,5;416,5;122,5;7,0;2;0,4;2;5,030859098264942;3,028792488399748
0,76;661,5;416,5;122,5;7,0;3;0,4;2;5,003031422510311;3,0442056408016467
0,76;661,5;416,5;122,5;7,0;4;0,4;2;5,021623726295431;3,045362410830625
0,76;661,5;416,5;122,5;7,0;5;0,4;2;5,015002325649805;3,0325142135028043
0,74;686,0;245,0;220,5;3,5;2;0,4;2;3,326947435660282;2,4124933307221093
0,74;686,0;245,0;220,5;3,5;3;0,4;2;3,3175011154740175;2,434554332584745
0,74;686,0;245,0;220,5;3,5;4;0,4;2;3,2888614440736035;2,4371530036886653
0,74;686,0;245,0;220,5;3,5;5;0,4;2;3,3227551745219785;2,4388798034431654
0,71;710,5;269,5;220,5;3,5;2;0,4;2;3,3436198504098527;2,4275743035210398
0,71;710,5;269,5;220,5;3,5;3;0,4;2;3,3394661438518503;2,453378446994979
0,71;710,5;269,5;220,5;3,5;4;0,4;2;3,3122317069928884;2,4491470395160126
0,71;710,5;269,5;220,5;3,5;5;0,4;2;3,3446567880123035;2,4592572491126417
0,69;735,0;294,0;220,5;3,5;2;0,4;2;3,348798604627472;2,4129418115139765
0,69;735,0;294,0;220,5;3,5;3;0,4;2;3,3446567880123035;2,4380169664628193
0,69;735,0;294,0;220,5;3,5;4;0,4;2;3,304828560583084;2,4474468626337305
0,69;735,0;294,0;220,5;3,5;5;0,4;2;3,335302871465286;2,4470211344423416
0,66;759,5;318,5;220,5;3,5;2;0,4;2;3,4088162065871703;2,473319991676147
0,66;759,5;318,5;220,5;3,5;3;0,4;2;3,4038061667692974;2,474954877706204
0,66;759,5;318,5;220,5;3,5;4;0,4;2;3,3836268527376103;2,4938665342305497
0,66;759,5;318,5;220,5;3,5;5;0,4;2;3,404809278573033;2,485483792360451
0,64;784,0;343,0;220,5;3,5;2;0,4;2;3,7594736392239305;2,615139193934217
0,64;784,0;343,0;220,5;3,5;3;0,4;2;3,7327855691493887;2,62655935087657
